resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
1154,58,17,9,17,3,14,14,14,0,55,66:43.987,4003647,41,10,1:16.996,223.37169230390828,1
1155,58,10,5,10,18,15,15,15,0,57,72:08.160,4328470,34,4,1:17.663,223.48712029029736,1
1156,58,15,8,15,16,16,16,16,0,67,75:04.135,4504828,51,16,1:09.758,196.0697417114766,1
1157,58,20,10,20,6,17,17,17,0,62,83:35.953,5015445,26,1,1:22.031,184.17393048133272,1
1158,58,16,8,16,14,18,18,18,0,59,80:05.622,4805720,48,7,1:20.585,226.48658868922993,1
1159,58,7,4,7,19,19,19,19,0,63,77:31.172,4651824,24,16,1:18.897,199.07239028195855,1
1160,58,13,7,13,10,20,20,20,0,58,85:45.910,5145710,53,9,1:17.941,230.18221937482184,1
1161,59,2,1,2,4,1,1,1,25,61,72:59.793,4379149,37,3,1:21.595,190.49215515570916,1
1162,59,4,2,4,1,2,2,2,18,55,87:18.522,5238814,43,7,1:28.979,236.5488388222759,1
1163,59,5,3,5,19,3,3,3,15,53,98:31.332,5911204,27,20,1:28.412,184.6709202107657,1
1164,59,1,1,1,1,4,4,4,12,55,96:29.850,5789380,10,8,1:27.848,195.24824172542867,1
1165,59,11,6,11,7,5,5,5,10,58,73:04.704,4384885,25,18,1:27.309,191.44777204808014,1
1166,59,3,2,3,13,6,6,6,8,60,89:42.050,5382361,17,7,1:29.664,201.84758298784138,1
1167,59,14,7,14,17,7,7,7,6,60,78:10.324,4690040,25,15,1:13.297,214.82330094653076,1
1168,59,6,3,6,15,8,8,8,4,59,72:23.765,4343456,14,20,1:16.175,185.79969114216897,1
1169,59,10,5,10,9,9,9,9,2,66,80:44.275,4844900,37,12,1:18.952,178.21928448931206,1
1170,59,12,6,12,16,10,10,10,1,61,93:29.328,5609504,54,17,1:21.656,190.9390049122051,1
1171,59,9,5,9,1,11,11,11,0,61,74:31.927,4471415,56,11,1:25.105,217.51600520200415,1
1172,59,18,9,18,14,12,12,12,0,53,72:36.933,4356040,38,19,1:16.858,219.14839895651045,1
1173,59,19,10,19,13,13,13,13,0,57,65:56.760,3956123,30,20,1:17.943,187.3311273045824,1
1174,59,17,9,17,4,14,14,14,0,65,75:38.086,4538806,30,13,1:22.164,195.44557993843827,1
1175,59,7,4,7,7,15,15,15,0,56,82:03.726,4923496,39,18,1:18.617,189.40008672653738,1
1176,59,15,8,15,1,16,16,16,0,63,74:40.529,4480003,22,8,1:22.775,207.66328046430144,1
1177,59,16,8,16,15,17,17,17,0,65,79:18.574,4758580,49,19,1:14.083,240.09756373082155,1
1178,59,20,10,20,20,18,18,18,0,64,85:21.593,5121407,22,8,1:22.269,155.91948492977318,1
1179,59,8,4,8,2,19,19,19,0,62,71:34.160,4294244,41,4,1:25.727,188.46420073073494,1
1180,59,13,7,13,16,20,20,20,0,52,92:15.944,5535742,46,8,1:20.939,196.60360055645603,1
1181,60,2,1,2,10,1,1,1,25,62,65:22.670,3922541,19,14,1:14.793,191.46857494338852,1
1182,60,1,1,1,20,2,2,2,18,56,95:12.360,5712749,49,13,1:22.013,191.90722959918108,1
1183,60,12,6,12,16,3,3,3,15,60,99:00.655,5940904,55,3,1:28.564,207.68418443298924,1
1184,60,4,2,4,10,4,4,4,12,69,73:18.924,4398880,41,2,1:21.459,205.6047189200499,1
1185,60,11,6,11,12,5,5,5,10,65,76:21.215,4581728,58,10,1:15.560,187.75154218198264,1
1186,60,20,10,20,19,6,6,6,8,60,69:25.144,4165311,53,2,1:18.197,187.26247051587134,1
1187,60,5,3,5,20,7,7,7,6,57,78:40.245,4720949,30,6,1:22.770,221.23507211116438,1
1188,60,6,3,6,7,8,8,8,4,54,72:57.906,4377603,24,2,1:22.524,187.72261553852564,1
1189,60,13,7,13,7,9,9,9,2,67,71:26.029,4286188,31,20,1:17.934,198.33857305918266,1
1190,60,3,2,3,8,10,10,10,1,58,74:22.750,4462464,51,2,1:25.243,219.03563320647248,1
1191,60,18,9,18,1,11,11,11,0,64,81:54.153,4914373,27,16,1:21.648,199.1878753664294,1
1192,60,7,4,7,13,12,12,12,0,51,75:52.397,4552393,47,8,1:15.446,186.7478776149579,1
1193,60,10,5,10,11,13,13,13,0,55,86:57.770,5217118,23,2,1:25.479,204.79112474486763,1
1194,60,15,8,15,1,14,14,14,0,50,97:37.939,5857695,24,5,1:27.154,181.30320662855178,1
1195,60,16,8,16,3,15,15,15,0,51,80:58.646,4858997,43,7,1:19.863,197.0058035595199,1
1196,60,17,9,17,16,16,16,16,0,52,96:07.248,5767458,19,15,1:27.807,214.14080845082538,1
1197,60,14,7,14,20,17,17,17,0,58,84:27.813,5067052,55,11,1:25.443,173.36983400891094,1
1198,60,8,4,8,5,18,18,18,0,52,68:37.449,4117659,44,9,1:14.114,196.56483905280075,1
1199,60,9,5,9,3,19,19,19,0,67,80:43.887,4843088,47,7,1:19.992,214.543425190679,1
1200,60,19,10,19,3,20,20,20,0,61,70:02.115,4202887,33,18,1:12.359,190.2620628502155,1
1201,61,1,1,1,2,1,1,1,25,57,71:25.224,4285655,47,11,1:12.122,214.67900956728477,1
1202,61,4,2,4,2,2,2,2,18,52,69:02.904,4142806,14,10,1:22.393,227.81287191899915,1
1203,61,3,2,3,3,3,3,3,15,54,72:56.344,4376604,58,8,1:27.528,194.75266939537835,1
1204,61,2,1,2,7,4,4,4,12,56,80:12.110,4812116,48,8,1:24.968,222.01910761248018,1
1205,61,8,4,8,18,5,5,5,10,67,86:31.521,5191567,59,1,1:21.902,159.48887610078953,1
1206,61,10,5,10,13,6,6,6,8,65,63:53.719,3833861,14,20,1:12.984,205.38612379124677,1
1207,61,6,3,6,16,7,7,7,6,58,72:09.473,4329023,22,12,1:17.498,193.91420074565298,1
1208,61,5,3,5,8,8,8,8,4,53,67:55.084,4075949,31,19,1:21.436,150.98780644843941,1
1209,61,15,8,15,1,9,9,9,2,50,86:33.118,5193354,50,5,1:16.326,197.0602669967004,1
1210,61,11,6,11,13,10,10,10,1,61,84:42.515,5082529,17,5,1:17.926,184.709557930109,1
1211,61,7,4,7,8,11,11,11,0,57,84:02.992,5042341,54,5,1:24.667,199.2201812722795,1
1212,61,16,8,16,7,12,12,12,0,52,89:14.818,5354237,18,10,1:21.572,206.4154785339682,1
1213,61,19,10,19,15,13,13,13,0,55,75:48.337,4548259,10,3,1:22.016,238.42879053106572,1
1214,61,14,7,14,8,14,14,14,0,66,76:28.344,4588056,50,12,1:09.988,196.3029927869894,1
1215,61,18,9,18,14,15,15,15,0,63,70:03.293,4203498,26,2,1:19.967,170.52482197313205,1
1216,61,20,10,20,4,16,16,16,0,55,78:41.128,4721334,48,1,1:21.882,186.94771885230065,1
1217,61,13,7,13,1,17,17,17,0,56,66:46.276,4006942,54,1,1:20.943,201.5553493794506,1
1218,61,12,6,12,12,18,18,18,0,61,73:54.208,4434506,24,10,1:23.226,163.63712896941578,1
1219,61,17,9,17,1,19,19,19,0,50,82:17.009,4937091,27,15,1:20.321,194.58746506919485,1
1220,61,9,5,9,20,20,20,20,0,60,81:40.389,4900767,23,1,1:24.070,238.21435948540727,1
1221,62,1,1,1,1,1,1,1,25,69,92:54.174,5574107,27,12,1:23.352,213.06957312437467,1
1222,62,4,2,4,2,2,2,2,18,56,71:09.018,4269824,40,13,1:16.632,194.00901177601617,1
1223,62,6,3,6,1,3,3,3,15,67,70:43.503,4243758,42,5,1:24.168,191.54255329331792,1
1224,62,5,3,5,2,4,4,4,12,56,77:58.542,4678107,11,19,1:19.933,204.2312412055791,1
1225,62,11,6,11,11,5,5,5,10,58,73:30.403,4410427,29,9,1:17.711,208.0973138592722,1
1226,62,15,8,15,9,6,6,6,8,58,61:43.492,3703670,49,5,1:14.892,199.8235706619369,1
1227,62,2,1,2,16,7,7,7,6,69,87:09.418,5229164,15,1,1:20.788,211.92671456887336,1
1228,62,7,4,7,15,8,8,8,4,55,77:12.961,4632688,33,17,1:18.603,212.68567866364475,1
1229,62,9,5,9,16,9,9,9,2,57,90:15.064,5415776,35,19,1:18.426,231.74801204831073,1
1230,62,17,9,17,7,10,10,10,1,61,79:01.238,4741602,49,17,1:21.452,188.80675101631496,1
1231,62,13,7,13,3,11,11,11,0,50,79:29.314,4769301,59,18,1:12.035,204.0788771503199,1
1232,62,19,10,19,5,12,12,12,0,68,76:11.106,4571174,48,5,1:17.179,190.00407882850453,1
1233,62,3,2,3,12,13,13,13,0,67,74:18.818,4458010,57,11,1:24.033,206.70634512794615,1
1234,62,10,5,10,5,14,14,14,0,55,90:02.928,5402372,19,5,1:27.480,207.42802171864471,1
1235,62,12,6,12,18,15,15,15,0,69,80:01.756,4801653,19,15,1:25.995,201.127739566634,1
1236,62,16,8,16,8,16,16,16,0,67,75:53.701,4553613,15,5,1:19.065,212.24800321596027,1
1237,62,14,7,14,17,17,17,17,0,65,82:50.296,4970065,35,1,1:20.366,178.13756500436835,1
1238,62,18,9,18,6,18,18,18,0,61,89:13.188,5353679,59,20,1:23.675,192.5744134095183,1
1239,62,20,10,20,14,19,19,19,0,52,88:20.604,5300995,56,5,1:19.122,169.31750613102298,1
1240,62,8,4,8,19,20,20,20,0,56,62:25.931,3745298,21,20,1:14.086,183.7062869352466,1
1241,63,1,1,1,14,1,1,1,25,68,95:26.762,5726759,14,4,1:29.990,172.7833004339784,1
1242,63,6,3,6,9,2,2,2,18,62,68:41.329,4121268,36,16,1:16.669,177.00068438773778,1
1243,63,12,6,12,13,3,3,3,15,64,77:12.211,4632953,29,13,1:21.182,177.6149951555871,1
1244,63,5,3,5,5,4,4,4,12,62,78:21.860,4701425,14,13,1:25.983,231.07357920891386,1
1245,63,3,2,3,15,5,5,5,10,59,96:29.394,5789472,46,9,1:23.380,149.3026336929712,1
1246,63,4,2,4,6,6,6,6,8,50,68:55.386,4135676,12,14,1:21.819,219.3586389752998,1
1247,63,2,1,2,15,7,7,7,6,55,86:22.717,5182891,23,17,1:18.519,210.95428880386314,1
1248,63,13,7,13,13,8,8,8,4,68,73:47.665,4427131,46,16,1:11.136,220.9390906885642,1
1249,63,9,5,9,19,9,9,9,2,54,73:59.903,4439212,23,3,1:25.407,192.54530425135562,1
1250,63,19,10,19,10,10,10,10,1,67,84:07.081,5047499,16,16,1:14.997,214.4771042723694,1
1251,63,10,5,10,19,11,11,11,0,52,73:56.485,4436696,13,4,1:28.771,158.80436861579824,1
1252,63,17,9,17,17,12,12,12,0,50,86:54.787,5214635,23,20,1:19.026,226.01250802111917,1
1253,63,7,4,7,17,13,13,13,0,57,74:17.245,4457495,10,20,1:15.020,180.7844088351022,1
1254,63,11,6,11,9,14,14,14,0,69,83:19.183,4999523,44,4,1:21.547,179.30804080786692,1
1255,63,16,8,16,5,15,15,15,0,58,63:46.804,3826802,47,19,1:16.071,174.52514229268368,1
1256,63,14,7,14,4,16,16,16,0,60,95:46.747,5746626,46,10,1:23.222,162.76646727828108,1
1257,63,20,10,20,9,17,17,17,0,59,74:58.553,4498114,11,4,1:17.903,215.54771332972,1
1258,63,15,8,15,18,18,18,18,0,62,93:41.447,5621277,49,12,1:23.312,178.04821777789653,1
1259,63,8,4,8,19,19,19,19,0,52,60:58.166,3658803,17,11,1:11.924,200.68714932884544,1
1260,63,18,9,18,2,20,20,20,0,55,87:26.440,5246884,46,4,1:19.765,202.13427105658351,1
1261,64,1,1,1,2,1,1,1,25,60,77:13.535,4633944,44,2,1:18.104,192.06321173988266,1
1262,64,6,3,6,15,2,2,2,18,52,67:03.708,4023243,52,7,1:18.005,166.36062432029178,1
1263,64,5,3,5,17,3,3,3,15,63,96:23.553,5783115,39,8,1:27.935,207.34929328111832,1
1264,64,4,2,4,15,4,4,4,12,64,63:43.352,3823094,44,5,1:16.900,210.90778961849347,1
1265,64,8,4,8,8,5,5,5,10,51,87:17.359,5237402,10,4,1:23.946,221.5006321196641,1
1266,64,11,6,11,19,6,6,6,8,61,94:15.051,5655448,10,7,1:21.656,163.1476371616877,1
1267,64,2,1,2,3,7,7,7,6,55,89:57.309,5397562,52,18,1:21.433,192.53458485338294,1
1268,64,20,10,20,20,8,8,8,4,53,84:43.916,5083629,30,1,1:19.398,231.98246481673468,1
1269,64,3,2,3,18,9,9,9,2,51,96:57.261,5817332,54,17,1:25.517,221.7761616730072,1
1270,64,12,6,12,13,10,10,10,1,60,69:00.026,4140727,16,20,1:22.898,197.851102364115,1
1271,64,13,7,13,13,11,11,11,0,63,85:42.612,5142501,32,6,1:17.122,169.2384998813418,1
1272,64,7,4,7,13,12,12,12,0,67,87:53.854,5273403,40,4,1:32.976,190.32031320798893,1
1273,64,16,8,16,14,13,13,13,0,64,72:49.563,4369003,58,6,1:20.378,200.0529978800111,1
1274,64,10,5,10,17,14,14,14,0,63,96:21.723,5781257,53,9,1:28.398,173.04890265781808,1
1275,64,9,5,9,20,15,15,15,0,55,92:43.707,5563881,32,12,1:23.620,185.99970329813425,1
1276,64,18,9,18,20,16,16,16,0,52,82:22.155,4942013,12,14,1:21.785,186.3123635767293,1
1277,64,14,7,14,17,17,17,17,0,64,78:24.466,4704977,18,4,1:19.910,211.2619985510145,1
1278,64,17,9,17,7,18,18,18,0,67,67:34.779,4054619,57,1,1:21.250,229.2467536432672,1
1279,64,19,10,19,11,19,19,19,0,55,73:35.990,4415771,47,15,1:24.198,195.34179585019513,1
1280,64,15,8,15,19,20,20,20,0,57,86:06.343,5166014,17,11,1:17.532,245.15712600515295,1
1281,65,1,1,1,2,1,1,1,25,61,82:22.819,4942043,55,19,1:18.727,208.05032419470643,1
1282,65,5,3,5,14,2,2,2,18,67,100:30.831,6030499,37,5,1:31.437,206.70350968201393,1
1283,65,2,1,2,15,3,3,3,15,61,73:34.888,4414077,34,6,1:20.555,185.2471513308517,1
1284,65,4,2,4,13,4,4,4,12,62,64:12.903,3852076,22,4,1:15.069,177.9194873305523,1
1285,65,12,6,12,17,5,5,5,10,56,83:06.089,4986218,24,17,1:21.297,221.00916560613916,1
1286,65,10,5,10,16,6,6,6,8,57,91:40.527,5500739,41,5,1:25.145,249.16900686002833,1
1287,65,7,4,7,14,7,7,7,6,56,65:22.622,3922811,58,1,1:15.872,207.40116176735958,1
1288,65,3,2,3,3,8,8,8,4,66,69:15.797,4155774,40,2,1:18.722,203.03077761650542,1
1289,65,8,4,8,15,9,9,9,2,55,71:41.406,4301373,11,15,1:15.179,200.5125534480405,1
1290,65,15,8,15,1,10,10,10,1,69,65:51.256,3951255,43,19,1:15.663,200.69538029186538,1
1291,65,19,10,19,18,11,11,11,0,52,101:11.115,6071680,29,10,1:33.375,186.79080252874982,1
1292,65,14,7,14,3,12,12,12,0,53,83:22.797,5002552,22,12,1:18.276,192.19181627156735,1
1293,65,6,3,6,16,13,13,13,0,69,79:51.191,4791489,46,10,1:25.657,184.92421818807546,1
1294,65,17,9,17,11,14,14,14,0,61,90:00.081,5400695,43,1,1:20.566,206.2804520497223,1
1295,65,18,9,18,7,15,15,15,0,66,68:45.136,4125393,40,7,1:15.912,172.16033426405846,1
1296,65,11,6,11,1,16,16,16,0,53,85:25.086,5125261,20,20,1:16.264,226.38209074997266,1
1297,65,16,8,16,18,17,17,17,0,55,95:24.169,5724040,55,8,1:29.890,180.69571846498906,1
1298,65,13,7,13,12,18,18,18,0,61,85:46.366,5146796,48,4,1:15.788,191.81333999394488,1
1299,65,20,10,20,4,19,19,19,0,58,87:09.473,5229151,30,18,1:24.270,186.86770937107687,1
1300,65,9,5,9,17,20,20,20,0,66,81:22.855,4882884,59,4,1:25.508,241.208453968894,1
1301,66,1,1,1,2,1,1,1,25,51,78:53.580,4733053,40,1,1:23.757,178.526470088655,1
1302,66,2,1,2,11,2,2,2,18,62,84:19.839,5059476,48,13,1:14.576,227.15880311301706,1
1303,66,11,6,11,20,3,3,3,15,51,87:16.511,5236553,32,16,1:21.752,197.4495869642105,1
1304,66,3,2,3,10,4,4,4,12,67,70:39.218,4239200,51,6,1:17.247,164.654295919968,1
1305,66,4,2,4,8,5,5,5,10,56,90:59.562,5459540,58,13,1:23.366,173.60400078439642,1
1306,66,5,3,5,13,6,6,6,8,67,72:37.477,4357298,20,13,1:13.114,191.76153531228093,1
1307,66,20,10,20,3,7,7,7,6,68,75:56.694,4556175,22,5,1:24.043,213.61148319303743,1
1308,66,15,8,15,17,8,8,8,4,57,74:49.153,4489436,54,5,1:17.220,178.1348801910961,1
1309,66,17,9,17,14,9,9,9,2,64,72:44.909,4364942,52,11,1:19.840,185.91856556505843,1
1310,66,6,3,6,1,10,10,10,1,65,67:32.243,4052291,24,2,1:13.464,166.971954496886,1
1311,66,12,6,12,20,11,11,11,0,55,82:06.702,4926679,10,7,1:14.217,189.44692447643325,1
1312,66,8,4,8,14,12,12,12,0,62,81:12.339,4872284,35,9,1:21.040,169.12062203049533,1
1313,66,18,9,18,2,13,13,13,0,69,85:34.808,5134101,28,6,1:16.897,204.21132914623118,1
1314,66,10,5,10,10,14,14,14,0,59,79:42.753,4782941,19,9,1:23.155,220.85208863248914,1
1315,66,7,4,7,10,15,15,15,0,61,62:52.913,3772105,32,20,1:12.133,184.98573676238738,1
1316,66,19,10,19,10,16,16,16,0,51,72:13.167,4333112,33,17,1:14.144,206.16383547159347,1
1317,66,14,7,14,16,17,17,17,0,65,79:35.592,4775369,36,7,1:25.391,218.8808429629817,1
1318,66,13,7,13,18,18,18,18,0,55,74:58.821,4498098,21,15,1:10.731,185.87467304191782,1
1319,66,9,5,9,4,19,19,19,0,55,62:28.770,3748672,44,19,1:13.810,192.7129018022694,1
1320,66,16,8,16,15,20,20,20,0,52,76:28.790,4588566,20,10,1:19.817,203.8693074197648,1
1321,67,2,1,2,3,1,1,1,25,67,77:17.871,4637178,31,8,1:19.590,186.94592189729306,1
1322,67,12,6,12,17,2,2,2,18,50,84:11.476,5051010,22,16,1:25.860,226.5226037949561,1
1323,67,1,1,1,11,3,3,3,15,58,67:01.229,4021477,49,9,1:18.776,209.9742181969962,1
1324,67,4,2,4,13,4,4,4,12,68,72:14.353,4334822,41,17,1:23.463,236.86632092251918,1
1325,67,11,6,11,13,5,5,5,10,69,74:03.336,4443028,40,15,1:27.120,176.8190424711894,1
1326,67,18,9,18,11,6,6,6,8,67,83:07.986,4987850,35,5,1:14.428,214.54383060699604,1
1327,67,3,2,3,13,7,7,7,6,65,64:56.741,3896101,49,16,1:13.428,170.7577908960917,1
1328,67,6,3,6,9,8,8,8,4,67,72:13.176,4333946,17,15,1:24.912,247.36963418650762,1
1329,67,20,10,20,17,9,9,9,2,51,74:04.017,4444760,51,10,1:22.869,190.5350755544521,1
1330,67,17,9,17,20,10,10,10,1,65,71:00.425,4260208,36,2,1:08.801,198.0831125858963,1
1331,67,15,8,15,12,11,11,11,0,62,61:34.587,3694135,28,9,1:13.841,165.65603080214763,1
1332,67,5,3,5,10,12,12,12,0,61,74:21.334,4461189,40,15,1:16.027,225.82818486258307,1
1333,67,7,4,7,2,13,13,13,0,64,78:51.336,4731414,48,6,1:17.299,155.6478183969597,1
1334,67,10,5,10,4,14,14,14,0,54,86:17.096,5177663,10,6,1:22.292,197.18399080716975,1
1335,67,8,4,8,9,15,15,15,0,68,68:22.500,4102171,56,13,1:15.715,198.45034451336227,1
1336,67,19,10,19,10,16,16,16,0,62,84:09.235,5049619,11,15,1:15.813,219.13721563451367,1
1337,67,9,5,9,13,17,17,17,0,57,81:28.916,4888634,30,14,1:16.352,193.67853282316528,1
1338,67,16,8,16,13,18,18,18,0,52,76:27.721,4587267,51,5,1:19.282,151.25060527118814,1
1339,67,14,7,14,14,19,19,19,0,64,92:58.745,5578025,35,12,1:23.031,226.74266190399163,1
1340,67,13,7,13,7,20,20,20,0,55,102:42.630,6162042,20,8,1:31.659,197.53553174142536,1
1341,68,1,1,1,12,1,1,1,25,55,83:44.721,5024948,45,19,1:29.090,212.66771267527193,1
1342,68,2,1,2,8,2,2,2,18,68,71:37.808,4297241,35,4,1:24.222,218.297355961957,1
1343,68,4,2,4,4,3,3,3,15,68,75:26.889,4526358,45,19,1:20.575,208.57046591494185,1
1344,68,14,7,14,4,4,4,4,12,59,78:21.884,4701932,48,5,1:15.080,201.90700548665558,1
1345,68,5,3,5,18,5,5,5,10,55,80:19.817,4819199,25,2,1:26.370,189.89105580692944,1
1346,68,10,5,10,20,6,6,6,8,54,78:48.047,4728856,32,1,1:18.018,206.57252230752206,1
1347,68,17,9,17,17,7,7,7,6,67,70:44.736,4244253,24,9,1:18.282,214.76883821826496,1
1348,68,8,4,8,19,8,8,8,4,59,76:15.467,4575318,34,14,1:13.853,191.99324563454545,1
1349,68,11,6,11,17,9,9,9,2,67,73:51.774,4431238,29,6,1:19.074,160.21876486342373,1
1350,68,13,7,13,11,10,10,10,1,65,99:23.342,5963056,21,8,1:27.834,185.3325769115714,1
1351,68,9,5,9,2,11,11,11,0,69,88:24.849,5304542,23,18,1:24.513,206.01955426463388,1
1352,68,15,8,15,1,12,12,12,0,58,77:25.915,4645839,15,11,1:16.482,184.76709522128473,1
1353,68,3,2,3,19,13,13,13,0,50,87:17.142,5237504,54,3,1:19.381,171.79470943652007,1
1354,68,18,9,18,13,14,14,14,0,68,84:25.826,5065963,59,12,1:17.475,170.9021566942138,1
1355,68,6,3,6,17,15,15,15,0,69,82:07.437,4927816,48,9,1:26.944,202.64631368861288,1
1356,68,20,10,20,7,16,16,16,0,57,78:28.829,4708639,35,8,1:24.751,190.45016806317798,1
1357,68,12,6,12,3,17,17,17,0,65,76:14.942,4574907,33,4,1:18.723,220.34115955912677,1
1358,68,19,10,19,5,18,18,18,0,60,88:29.668,5309936,54,15,1:28.069,212.81973222370468,1
1359,68,16,8,16,2,19,19,19,0,61,71:22.335,4282663,28,2,1:23.560,240.12817275425874,1
1360,68,7,4,7,10,20,20,20,0,66,69:37.876,4177275,57,9,1:17.983,238.04566280707942,1
1361,69,4,2,4,9,1,1,1,25,50,84:46.058,5086741,47,8,1:22.250,190.00834719376323,1
1362,69,5,3,5,17,2,2,2,18,65,85:35.300,5135631,45,4,1:16.724,220.70792899609486,1
1363,69,6,3,6,14,3,3,3,15,68,81:16.701,4876891,44,17,1:17.169,210.21806758173165,1
1364,69,1,1,1,11,4,4,4,12,51,66:28.790,3988718,40,5,1:18.268,206.97867654702227,1
1365,69,12,6,12,6,5,5,5,10,69,75:11.427,4511264,22,11,1:16.977,205.3733585020767,1
1366,69,3,2,3,1,6,6,6,8,60,81:32.241,4892078,51,18,1:28.765,215.67929147832484,1
1367,69,17,9,17,9,7,7,7,6,51,72:14.656,4334787,34,10,1:26.517,199.57574050166573,1
1368,69,11,6,11,12,8,8,8,4,56,71:50.524,4310062,58,4,1:19.177,222.8116066194078,1
1369,69,10,5,10,18,9,9,9,2,62,83:26.016,5006613,17,20,1:23.434,212.1947544667341,1
1370,69,2,1,2,18,10,10,10,1,63,85:25.431,5125650,48,1,1:16.496,183.72126194603146,1
1371,69,14,7,14,17,11,11,11,0,59,64:39.222,3879570,53,20,1:17.568,204.85205626109882,1
1372,69,9,5,9,18,12,12,12,0,69,85:09.373,5109247,23,18,1:22.449,206.70519989898744,1
1373,69,7,4,7,15,13,13,13,0,61,92:34.125,5554757,18,14,1:25.988,205.90673462565553,1
1374,69,20,10,20,8,14,14,14,0,65,74:04.066,4444487,11,16,1:15.594,179.51030001969121,1
1375,69,19,10,19,10,15,15,15,0,68,72:07.236,4327633,27,15,1:21.927,175.81502491076793,1
1376,69,13,7,13,15,16,16,16,0,51,83:43.379,5023517,55,3,1:17.117,186.06117079723808,1
1377,69,15,8,15,17,17,17,17,0,63,77:40.048,4660898,10,10,1:20.406,226.93835005618897,1
1378,69,8,4,8,3,18,18,18,0,64,89:56.656,5396155,59,7,1:28.722,194.80557657846936,1
1379,69,16,8,16,16,19,19,19,0,65,79:40.434,4780080,56,7,1:23.164,210.60363390806765,1
1380,69,18,9,18,1,20,20,20,0,69,78:31.800,4711994,49,3,1:21.545,200.85394548916886,1
1381,70,4,2,4,3,1,1,1,25,51,81:10.664,4870442,28,8,1:25.769,207.6406741143202,1
1382,70,6,3,6,20,2,2,2,18,66,85:34.226,5134634,50,5,1:22.933,191.30346417464526,1
1383,70,3,2,3,16,3,3,3,15,60,90:03.417,5403065,58,15,1:23.881,216.09885147274696,1
1384,70,5,3,5,5,4,4,4,12,61,80:05.283,4805641,40,6,1:13.013,236.3361754715825,1
1385,70,18,9,18,2,5,5,5,10,55,78:21.680,4701519,48,2,1:23.882,194.30408886705135,1
1386,70,11,6,11,16,6,6,6,8,67,75:38.588,4538303,46,2,1:25.394,169.32531796659637,1
1387,70,8,4,8,14,7,7,7,6,62,96:56.799,5816446,16,8,1:26.561,174.36845081899054,1
1388,70,2,1,2,19,8,8,8,4,50,84:42.436,5082485,38,8,1:24.416,201.53036124487423,1
1389,70,16,8,16,10,9,9,9,2,60,78:15.032,4695560,29,8,1:20.947,206.61798370110168,1
1390,70,17,9,17,15,10,10,10,1,68,74:02.773,4442232,36,5,1:23.580,218.4496234046622,1
1391,70,7,4,7,9,11,11,11,0,68,96:08.921,5768272,51,15,1:26.480,183.8385660899039,1
1392,70,1,1,1,8,12,12,12,0,51,85:29.854,5129268,34,7,1:18.082,183.11981630975725,1
1393,70,14,7,14,19,13,13,13,0,64,77:18.099,4638879,12,4,1:24.900,236.93350725089988,1
1394,70,20,10,20,12,14,14,14,0,52,69:10.986,4150677,59,8,1:12.889,205.2952157653465,1
1395,70,15,8,15,9,15,15,15,0,59,73:52.648,4432810,32,14,1:20.522,204.3474425338862,1
1396,70,9,5,9,5,16,16,16,0,68,73:23.754,4403353,47,10,1:21.278,193.22063898353326,1
1397,70,19,10,19,10,17,17,17,0,52,66:06.452,3966190,28,10,1:19.829,175.11574513285248,1
1398,70,13,7,13,9,18,18,18,0,54,75:22.826,4522320,55,10,1:22.801,169.4744201233002,1
1399,70,10,5,10,3,19,19,19,0,64,79:09.515,4749396,54,6,1:21.019,179.35070048063795,1
1400,70,12,6,12,8,20,20,20,0,54,92:58.759,5578762,54,1,1:27.032,222.38021536705764,1
1401,71,5,3,5,18,1,1,1,25,52,77:44.393,4664151,52,19,1:26.269,182.30157541601892,1
1402,71,4,2,4,6,2,2,2,18,66,70:03.149,4203987,28,13,1:19.501,161.5745120388677,1
1403,71,12,6,12,2,3,3,3,15,50,73:03.298,4383725,40,16,1:19.802,184.48956301242978,1
1404,71,1,1,1,8,4,4,4,12,56,64:48.729,3888800,34,17,1:13.270,226.9220684772496,1
1405,71,17,9,17,17,5,5,5,10,63,80:58.589,4858467,26,8,1:13.609,218.21814070067498,1
1406,71,11,6,11,16,6,6,6,8,55,81:02.919,4862474,45,3,1:14.133,222.25596391225812,1
1407,71,3,2,3,9,7,7,7,6,60,73:57.805,4437630,25,19,1:22.426,233.16524721217576,1
1408,71,2,1,2,19,8,8,8,4,68,73:46.919,4426451,18,4,1:16.777,191.3484848575384,1
1409,71,14,7,14,17,9,9,9,2,69,96:27.183,5787738,30,2,1:25.754,206.05790525085862,1
1410,71,9,5,9,1,10,10,10,1,60,90:37.312,5437776,19,5,1:19.687,184.51817036760454,1
1411,71,6,3,6,20,11,11,11,0,53,72:29.298,4349345,49,6,1:17.376,192.62989575687797,1
1412,71,18,9,18,4,12,12,12,0,52,78:21.471,4701408,48,4,1:23.876,160.95133783589682,1
1413,71,20,10,20,11,13,13,13,0,52,70:36.810,4236964,44,12,1:19.288,178.1952458173921,1
1414,71,13,7,13,13,14,14,14,0,64,75:41.862,4541587,26,12,1:13.765,211.7926592093881,1
1415,71,16,8,16,19,15,15,15,0,62,77:11.824,4631628,27,11,1:13.923,184.59128591885792,1
